,script
1385,中国新闻网我的抗疫报道以世家为题，发图片说明一下家世#抗疫#中医世家
1386,中国有4亿的坚实的后盾，我们一定胜利抗疫，郫都加油，成都雄起，四川加油💪🏻#爱 #成都#郫都区#抗疫
1387,中国的力量 少儿抗疫诗歌朗诵配乐视频#素材tv#朗诵 #抗疫 @DOU+小助手
1388,中国的力量 少儿抗疫配乐诗歌朗诵#朗诵#朗读#演讲#口才#素材tv#诗歌朗诵#视频背景#抗疫@DOU+小助手
1389,中国的力量 少儿配乐诗歌朗诵#朗诵#朗读#演讲#口才#素材tv#诗歌朗诵#视频背景#抗疫@DOU+小助手
1390,中国的经验告诉全世界↣严格的疫情防控才是经济复苏的前提#抗疫 #经济复苏 #中国 #美国 @抖音小助手
1391,中国的脊梁 少儿配乐诗歌朗诵LED背景视频#朗诵#朗读#抗疫#素材tv#背景视频@DOU+小助手
1392,中国科学院武汉病毒所通过对新冠病毒基因组序列的比对，显示出蝙蝠最有可能是新冠病毒的天然宿主。#抗疫
1393,中国精神 少儿配乐诗歌朗诵#朗诵#朗读#演讲#抗疫#爱国#素材tv#led背景视频素材@DOU+小助手
1394,中国赴塞尔维亚抗疫医疗专家组完成任务回国#抗疫 #塞尔维亚
1395,中国赴缅甸抗疫医疗专家组2人出征！#胞波 情意重，携手共#抗疫 ！#守护云南共抗疫情
1396,中国赴缅甸抗疫医疗专家组完成任务回国 #医疗队  #抗疫
1397,中国这一省核酸检测量就超过整个美国#抗疫 #核酸检测
1398,中国驻叙利亚大使冯飚，向叙卫生部转交兰溪捐赠的85箱防疫物资 #抗疫
1399,中国🇨🇳加油！北京🇨🇳加油！医务🇨🇳人员辛苦啦！#抗疫 #2020 @抖音小助手
1400,中国🇨🇳加油！武汉加油#在一起#抗疫#创作灵感 #宅家dou剧场 @抖音小助手 正能量
1401,中央指导组：点赞 #抗疫火线上的 #中流砥柱 孙春兰副总理谈到他们时哽咽
1402,中意两国发行抗疫漫画书暨纪念邮册，见证两国友谊。#中国 #意大利 #抗疫 #友谊
1403,中方派专家团队赴意大利抗疫 外交部谈中欧抗疫合作：我们是同海之浪，同树之叶，同园之花 #中国支援意大利 #抗疫
1404,中药征战海外，助力全球抗疫！ #中药  #中医  #抗疫  @抖音小助手
1405,中资企业助力希腊抗疫。真正的朋友，是一个灵魂孕育在两个躯体里。 #抗疫记者任彦
1406,中非团结抗疫特别峰会上，“人民至上、生命至上”道出了抗击疫情的中国态度#抗疫 #态度 #厉害了我的国
1407,中非团结抗疫特别峰会，习近平：我们要坚持人民至上、生命至上，最大努力保护人民生命安全和身体健康#中非 #抗疫
1408,临河到中旗查干敖包，短短200余公里，即追逐到2020年第一场雪，也仿佛看到了202年的希望 #抗疫 @罗五
1409,临西县医疗队前赴南宫市支援#最可爱的人 #共同助力疫情防控 #致敬一线工作人员 #抗疫 #致敬  #新冠肺炎
1410,丹东第三批赴鄂医疗队平安归来 #抗疫   #丹东医疗队  @抖音小助手
1411,丹东第三批赴鄂医疗队胜利凯旋，请接收我们最真挚的敬礼 #抗疫   @抖音小助手
1412,为#抗疫 他写下#请战书 请求#一战到底！
1413,为#抗疫 出力！#霍金 家人捐出其生前使用的#呼吸机
1414,为#抗疫#加油，为#胜利#点赞
1415,为#抗疫#英雄点赞，#逆行者涂可蔼，新冠肺炎康复后投身抗疫一线！
1416,为“卤蛋头”的抗疫英雄点赞！我喜欢，你喜欢吗？#抗疫 #卤蛋头 @抖音小助手
1417,为中国点赞！我们医务工作者点赞#抗疫@抖音小助手
1418,为中国点赞👍，为我们医务工作者点赞，#抗疫#抖音小助手
1419,为乌鲁木齐加油#抖音小助手 #乌鲁木齐 #抗疫
1420,为了“外防输入”，检疫人员还要做这个 #抗疫  #抗疫一线  #外防输入
1421,为了“外防输入”，检疫人员还要做这个 #抗疫  #抗疫一线  #外防输入 （中国海关传媒）
1422,为了你和他人健康，无论在何时何地。公共场合请务必戴口罩#抗疫#白衣天使 #热门@DOU+小助手 @抖音小助手
1423,为了你和他人健康，无论是否在任何地方，公共场合，请务必带口罩#抗疫 #白衣天使 #热门@抖音小助手
1424,为了你和他人的健康，无论在何时何地。公共场合请务必戴好口罩#抗疫 #白衣天使 #热门 @抖音小助手
1425,为了国家和人民的安全，这个举措值得点赞！👍#抗疫@抖音小助手 @DOU+小助手
1426,为了更多人的安康，凌晨2：50医务人员还在工作，向你们致敬！你们辛苦了！#最美医护者 #白衣天使 #抗疫
1427,为了生活，为了家里等待我的那个人，俄罗斯，巴西，美国已经十二个月没回家了，回家休假依然遥遥无期#航海 #抗疫
1428,为了自己的国家和人民，真性情的男人流泪了！ #塞尔维亚  #抗疫
1429,为了质量合格亲自跑去武汉！#热门 #感人 #抗疫 #在一起
1430,为了防止我们走小路出校门，保安叔叔也怪可爱的😂😂😂#抗疫 #贵州中医药大学
1431,为什么中国人不相信中医 #中国话#创作灵感 #中国汉字听写大会 #语言 #中医知识普及 #禅 #科普#抗疫
1432,为什么美国沦为疫情最严重的国家#疫情全知道 #抗疫 #口罩口罩
1433,为什么要读书？这四位英雄给你答案！#抗疫 #知识就是力量
1434,为何卡哥在疫情期间冒着生命危险出去跑车却被打压的更惨？#货车司机 #抗疫 #涨知识
1435,为你们骄傲！援助阿塞拜疆#抗疫 #华西医院 专家再次踏上征程！@抖音小助手
1436,为保障海外#留学生 安全，中国驻各国领事馆为留学生发放健康包❤️来听听#德国 留学生讲述他的#抗疫 故事
1437,为咱伟大的祖国点赞，为咱们是中国人骄傲，来世我还做中国人，#抗疫#历害了我的国家@抖音小助手
1438,为啥西方新冠疫苗研发受挫，中国却能五路并进？ #新型冠状病毒  #研发疫苗  #抗疫 #dou出新知  #财经
1439,为国际抗疫，加油！#加油#抗疫#国际友人@抖音小助手
1440,为恩施州的英雄们点赞#抗疫 #抗疫一线 #湖北恩施 #致敬 @抖音小助手
1441,为我们建德的抗疫先锋点赞！#抗疫 #抗疫英雄
1442,为抗疫尽一份力，是我们学医人的职责，无怨无悔🙏🙏🙏，愿天下无疫#抗疫
1443,为抗疫的护士加油💪#看见音乐计划 #看见好歌曲 #抗疫
1444,为每一个青岛人点赞！❤#青岛 #加油 #我的家乡在山东 #山东美好推荐官 #战疫一线 #传递正能量 #抗疫
1445,为生活增添一抹彩虹，这个世界加油💪#抗疫 #光绘摄影
1446,为疫起舞（一）_感谢医护人员用生命为我们驱散黑暗，从此身边有情，心中有光 #抗疫
1447,为这样的孩子骄傲#人间百态#抗疫#抖音小助手
1448,为进出小区方便，男子做假证冒充电视台台长（新晚报）#抗疫 #新型冠状病毒
1449,为避免感染病毒，印度一男子花4000美元制作黄金口罩#印度#黄金口罩#口罩#抗疫#新闻@南风窗数读@抖音小助手
1450,为韩红老师点赞👍👍👍#韩红 #抗疫 #抖音传递正能量 #抖音小助手
1451,举报！有人上班时间蒸桑拿 #抗疫  #高温  #疫情全知道
1452,久别重逢，民警提着保温盒迎接凯旋的妻子，丈夫的警服都湿透了，小鱼看着看着就哭了。#白衣天使加油 #抗疫
1453,义无反顾援助宜昌的背后，原来承受着这么大的压力 #悦读家  #海峡新干线 #新冠肺炎  #抗疫
1454,乌海人周慧德被授予全国抗击新冠肺炎疫情先进个人！#抖音小助手 #抗疫
1455,乌鲁木齐今天新增确诊人数减少了很多，就如穿过乌云的光芒，让我们看到了希望#乌鲁木齐加油 #晚霞 #抗疫
1456,乌鲁木齐复工了，也能点外卖了，让我们和这座美丽的城市一起加油！#火锅 #复工 #外卖 #潇公子 #抗疫
1457,乌鲁木齐外地来乌人员全部免费食宿#新疆 #乌鲁木齐 #疫情挡不住温情 #共抗疫情 #抗疫 @抖音小助手
1458,乌鲁木齐封闭第23天，传来好消息，8月8日无症状感染者新增为0#抗疫 #乌鲁木齐加油
1459,乌鲁木齐市对可能被污染的外环境均已实施消毒 #乌鲁木齐 #抗疫
1460,乌鲁木齐市对疆内外来乌务工人员发放生活补助！#新疆加油#新疆人#新疆抗疫#新疆 #乌鲁木齐#抗疫#热门#民生
1461,乌鲁木齐市民自编抗疫小视频。#疫情 #抗疫 #战疫 #正能量 #加油 #乌鲁木齐 #新疆 @抖音小助手
1462,乌鲁木齐市：所有到发热门诊就诊的患者，全部进行核酸检测！#抗疫#新疆#乌鲁木齐#新疆人#疫情#资讯#新闻#热门
1463,乌鲁木齐抗疫第三十天，对面大哥坐窗看窗外繁华！#乌鲁木齐抗疫 #抗疫 #禁止出门 #居家隔离的日子 #热门
1464,乌鲁木齐消杀防疫！#抗疫 #新疆加油 #我要上热门 @抖音小助手
1465,乌鲁木齐，我不会离开，因为这里有我爱的人，也有爱我的人#乌鲁木齐加油 #看见蓝天 #抗疫
1466,乐城的抗疫英雄，在平时工作中是怎样的人？#在博鳌dou健康 #博鳌乐城 #抗疫 #致敬英雄
1467,习近平主席新年贺词  面对突如其来的新冠肺炎疫情，我们用众志成城、坚忍不拔书写了抗疫史诗。 #抗疫
1468,习近平向钟南山颁授“共和国勋章”。#抗疫 #抗疫表彰 #钟南山
1469,习近平等党和国家领导人接见受表彰代表并合影。@DOU+小助手 #抗疫 #抗疫表彰
1470,习近平：大道不孤，天下一家。和衷共济，团结抗疫。#202年新年贺词#202#天佑中华#抗疫#风雨同舟
1471,习近平：我相信，人类终将战胜疫情！#战疫进行时 #抗疫 @抖音小助手
1472,习近平：疫情终将过去，胜利必将到来。 #抗疫 #同心战疫
1473,乡下第十六天，感觉我快疯了，这谁种的菜，都被我玩坏了，别说长得还真不一样😂#抗疫@抖音小助手
1474,事发通辽，急寻与密切接触者同时段就餐人员 。#抗疫
1475,事实胜于雄辩#抗疫#美国#舔狗#上帝#抖音小助手
1476,二女婿从新加坡回国，同行人员清一色的防护服，护人护己，大赞！祝平安! #抗疫 #加油#中国
1477,云南3岁男孩离家出走近3个月，在四川宜宾被救助隔离后专车送回家（封面新闻）#抗疫
1478,云南各地向瑞丽派出医疗援助队。#瑞丽 #抗疫
1479,云南省抗击新冠肺炎疫情表彰大会，哀悼抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞。#致敬 #抗疫英雄 #抗疫
1480,云南省抗疫最美家庭！#抗疫 #最美家庭 #抖音小助手
1481,云开“疫”散 相约石河子#抗疫 宣传片@抖音小助手
1482,云曙碧云老为抗疫捐助。#内蒙古 #抗疫 #呼和浩特 #德乐海公益 #战胜疫情dou行动
1483,云音乐《青春舞曲》#艺考#美声#声入人心 #抗疫
1484,五台山各界深切哀悼抗疫烈士和逝世同胞#五台山 #抗疫
1485,五菱“神车”总能带给你惊喜～ #神车 #抗疫  #战胜疫情dou行动
1486,亲子版铁板桥#抗疫
1487,人在北京，省在河北，市在唐山，县在玉田，可是不能回去，要坚守岗位，坚决不给家乡添麻烦！北京加油💪#抗疫
1488,人山人海的地铁站，每个人都佩戴口罩、不交谈！这就是中国式执行力！#抗疫 #中国加油 @抖音小助手
1489,人民因为你们而安全，国家因为你们而强大、美丽，向所有的抗疫英雄们致敬！#抗疫
1490,人民的英雄！全国人民都不会忘记您做出的贡献和无私的奉献！致敬！#抗疫 #抗疫英雄 #新冠肺炎
1491,人民至上 生命至上 以国之名致敬抗议英雄！#抗疫 #致敬英雄 #抖音小助手 #宜昌
1492,人生中最骄傲、最宝贵的证书，不接受反驳@抖音小助手 #无所不能的我 #新冠肺炎 #抗疫 #中国加油
1493,人生中的第6⃣️次核酸！#防疫前线 #防疫必胜 ！满洲里必胜！#抗疫
1494,人生最美好的是相遇，更难得的是重逢#七夕 #七夕快乐 @抖音小助手 #抗疫
1495,人类和动物众志成城，一定能打赢这场抗疫战！#萌宠 #狮子 #抗疫 #动物世界 @抖音小助手
1496,人群之中瞅谁测谁，湖北机场AI头盔上线！#中国 #湖北好久不见 #抗疫
1497,人都有困难的时候 ，吃饭都不是问题！  加油吧年轻人！#复工 #抗疫
1498,什么是家教，这就是。#抗疫 #家教 #涵养
1499,仅两个月全球收到72亿中国物资#抗疫 大国风范
1500,今天2020年2月日晚上22：00起，宝鸡市区开始集中喷药消杀#宝鸡 #武汉加油 #消杀 #消毒 #抗疫
1501,今天下夜班拆了份特殊的快递，这将是我拆的最贵重，最有意义的快递。感谢湖北人民记得我们。泪目～#抗疫#我为医者
1502,今天他去超市囤粮居然又给我买花了，我问为什么好好的送花？他说隔离在家久了担心我心情不好😍#抗疫#奥地利
1503,今天仙桃这些人接受表彰！感谢每个人的付出！#仙桃 #抗疫
1504,今天再发一次！这首歌我听几十遍，想了许久，根据今年的劫难，就把它改编成了抗疫歌词了。有欣赏的吗？#抗疫
1505,今天可是爬楼爬了两万步的小姚……#医路有你 #做好防护措施 #抗疫
1506,今天含泪画完。湖北荆州抗疫楷模！向英雄致敬！向最最伟大的逆行者致敬！！！#抗疫#湖北#武汉#画画#郑州 #医生
1507,今天回家，大同驰援湖北医疗队第三批6名英雄即将回同。#共迎大同新生活 #山西大同 #抗疫
1508,今天就不胡说了有缘江湖再见～#uzi退役 #抗疫 #科比追思会 #祝愿
1509,今天开始滨海新区260万人全民核酸检测，向所有工作人员致敬！做好防护，共战疫情，加油💪#抗疫
1510,今天我们回家啦，我们一个都不少！#曲靖南城门 #曲靖 #疫情全知道 #抗疫 #凯旋归来
1511,今天我们小区全部进行核酸检测，致敬24小时奋战在一线的工作人员！众志成城，共同#抗疫，郫都加油！ #疫情防控
1512,今天我才知道，护士不算抗疫一线！这很不公平，支持给护士发补助请点赞！护士的命也是宝贵的！#护士 #抗疫 #医生
1513,今天是全国哀悼日，向抗疫英雄们致敬#全国哀悼日 #抗疫 #抗疫英雄 @抖音小助手
1514,今天是大年初一，作为医务工作者的女儿，她自愿申请加入抗疫第一线，作为父母祈祷你平安！加油！#抗疫@浅笑而安
